t_elapsed_s,rpm,torque_percent,torque_valid,temperature_c,temp_valid,viscosity_cp,status,record
1.01,30,33.54,True,,False,1109.58146,0,0
2.02,30,35.49,True,,False,1174.09201,0,0
3.02,30,33.72,True,,False,1115.53628,0,0
4.03,30,34.91,True,,False,1154.9042566666665,0,0
5.04,30,33.83,True,,False,1119.1753366666667,0,0
6.04,30,35.66,True,,False,1179.7160066666665,0,0
7.05,30,34.52,True,,False,1142.0021466666667,0,0
8.0,30,34.98,True,,False,1157.22002,0,0
9.01,30,34.17,True,,False,1130.42333,0,0
10.02,30,36.4,True,,False,1204.1969333333334,0,0
11.02,30,34.35,True,,False,1136.37815,0,0
12.03,30,35.54,True,,False,1175.7461266666667,0,0
13.03,30,34.31,True,,False,1135.0548566666666,0,0
14.03,30,35.6,True,,False,1177.7310666666667,0,0
15.04,30,34.57,True,,False,1143.6562633333335,0,0
16.05,30,34.8,True,,False,1151.2652,0,0
17.0,30,34.52,True,,False,1142.0021466666667,0,0
18.01,30,35.93,True,,False,1188.6482366666667,0,0
19.01,30,34.65,True,,False,1146.30285,0,0
20.02,30,35.07,True,,False,1160.19743,0,0
21.02,30,34.71,True,,False,1148.2877899999999,0,0
22.03,30,35.53,True,,False,1175.4153033333334,0,0
23.03,30,34.91,True,,False,1154.9042566666665,0,0
24.04,30,35.81,True,,False,1184.6783566666668,0,0
25.05,30,34.73,True,,False,1148.9494366666665,0,0
26.0,30,36.65,True,,False,1212.4675166666666,0,0
27.01,30,34.53,True,,False,1142.33297,0,0
28.01,30,36.57,True,,False,1209.82093,0,0
29.02,30,34.66,True,,False,1146.6336733333333,0,0
30.02,30,36.07,True,,False,1193.2797633333332,0,0
31.02,30,34.62,True,,False,1145.31038,0,0
32.03,30,35.4,True,,False,1171.1146,0,0
33.03,30,34.89,True,,False,1154.24261,0,0
34.04,30,35.86,True,,False,1186.3324733333332,0,0
35.04,30,34.95,True,,False,1156.22755,0,0
36.05,30,36.35,True,,False,1202.5428166666668,0,0
37.0,30,35.01,True,,False,1158.2124900000001,0,0
38.01,30,36.39,True,,False,1203.86611,0,0
39.02,30,34.76,True,,False,1149.9419066666667,0,0
40.02,30,35.89,True,,False,1187.3249433333333,0,0
41.03,30,34.63,True,,False,1145.6412033333334,0,0
42.03,30,36.03,True,,False,1191.95647,0,0
43.04,30,34.88,True,,False,1153.9117866666668,0,0
44.04,30,36.55,True,,False,1209.1592833333334,0,0
45.05,30,34.89,True,,False,1154.24261,0,0
46.0,30,36.45,True,,False,1205.8510500000002,0,0
47.01,30,34.7,True,,False,1147.9569666666669,0,0
48.01,30,36.7,True,,False,1214.1216333333334,0,0
49.02,30,34.65,True,,False,1146.30285,0,0
50.02,30,36.41,True,,False,1204.5277566666666,0,0
51.03,30,34.77,True,,False,1150.2727300000001,0,0
52.03,30,36.37,True,,False,1203.2044633333333,0,0
53.04,30,34.65,True,,False,1146.30285,0,0
54.04,30,36.71,True,,False,1214.4524566666666,0,0
55.05,30,34.76,True,,False,1149.9419066666667,0,0
56.0,30,35.45,True,,False,1172.7687166666667,0,0
57.01,30,34.46,True,,False,1140.0172066666667,0,0
58.01,30,35.88,True,,False,1186.99412,0,0
59.02,30,34.68,True,,False,1147.2953200000002,0,0
