t_elapsed_s,rpm,torque_percent,torque_valid,temperature_c,temp_valid,viscosity_cp,status,record
76.04,4.5,64.65,True,,False,14258.485666666667,0,0
77.05,4.5,64.06,True,,False,14128.361822222223,0,0
78.01,4.5,62.23,True,,False,13724.757355555555,0,0
79.03,4.5,61.0,True,,False,13453.482222222221,0,0
80.04,4.5,59.73,True,,False,13173.385133333333,0,0
81.05,4.5,58.27,True,,False,12851.383755555556,0,0
82.01,4.5,57.4,True,,False,12659.506222222222,0,0
83.01,4.5,55.78,True,,False,12302.217022222223,0,0
84.03,4.5,54.84,True,,False,12094.901066666667,0,0
85.01,4.5,58.82,True,,False,12972.685644444446,0,0
86.05,4.5,61.56,True,,False,13576.9896,0,0
87.01,4.5,62.7,True,,False,13828.415333333334,0,0
88.03,4.5,63.57,True,,False,14020.292866666667,0,0
89.02,4.5,64.33,True,,False,14187.910022222222,0,0
90.04,4.5,64.94,True,,False,14322.444844444444,0,0
91.04,4.5,62.9,True,,False,13872.52511111111,0,0
92.04,4.5,61.83,True,,False,13636.5378,0,0
93.05,4.5,60.91,True,,False,13433.632822222222,0,0
94.02,4.5,59.65,True,,False,13155.741222222223,0,0
95.05,4.5,58.74,True,,False,12955.041733333335,0,0
96.02,4.5,57.23,True,,False,12622.012911111111,0,0
97.04,4.5,56.24,True,,False,12403.669511111111,0,0
98.03,4.5,58.15,True,,False,12824.91788888889,0,0
99.04,4.5,61.05,True,,False,13464.509666666667,0,0
100.04,4.5,62.35,True,,False,13751.223222222223,0,0
101.02,4.5,62.96,True,,False,13885.758044444445,0,0
102.03,4.5,64.1,True,,False,14137.183777777776,0,0
103.05,4.5,64.95,True,,False,14324.650333333333,0,0
104.01,4.5,63.39,True,,False,13980.594066666667,0,0
105.01,4.5,62.14,True,,False,13704.907955555556,0,0
106.03,4.5,61.12,True,,False,13479.948088888888,0,0
107.04,4.5,59.44,True,,False,13109.425955555555,0,0
108.01,4.5,58.25,True,,False,12846.972777777779,0,0
109.03,4.5,57.57,True,,False,12696.999533333334,0,0
110.04,4.5,56.32,True,,False,12421.313422222222,0,0
111.01,4.5,56.25,True,,False,12405.875,0,0
112.01,4.5,59.92,True,,False,13215.289422222222,0,0
113.02,4.5,61.73,True,,False,13614.48291111111,0,0
114.05,4.5,62.56,True,,False,13797.53848888889,0,0
115.04,4.5,63.52,True,,False,14009.265422222225,0,0
116.05,4.5,64.37,True,,False,14196.73197777778,0,0
117.01,4.5,64.42,True,,False,14207.759422222223,0,0
118.03,4.5,62.39,True,,False,13760.045177777778,0,0
119.04,4.5,61.48,True,,False,13559.345688888889,0,0
120.05,4.5,60.22,True,,False,13281.45408888889,0,0
121.01,4.5,59.3,True,,False,13078.549111111111,0,0
122.02,4.5,58.25,True,,False,12846.972777777779,0,0
123.05,4.5,57.22,True,,False,12619.807422222222,0,0
124.0,4.5,55.32,True,,False,12200.764533333333,0,0
125.02,4.5,58.81,True,,False,12970.480155555555,0,0
126.03,4.5,61.23,True,,False,13504.208466666667,0,0
127.04,4.5,62.54,True,,False,13793.12751111111,0,0
128.01,4.5,63.54,True,,False,14013.6764,0,0
129.02,4.5,64.4,True,,False,14203.348444444446,0,0
130.02,4.5,64.94,True,,False,14322.444844444444,0,0
131.04,4.5,62.88,True,,False,13868.114133333334,0,0
132.01,4.5,61.84,True,,False,13638.74328888889,0,0
133.02,4.5,60.73,True,,False,13393.934022222222,0,0
134.03,4.5,59.06,True,,False,13025.617377777779,0,0
135.01,4.5,58.05,True,,False,12802.863,0,0
136.04,4.5,56.04,True,,False,12359.559733333333,0,0
137.01,4.5,54.05,True,,False,11920.667444444443,0,0
138.01,4.5,56.96,True,,False,12562.464711111112,0,0
139.02,4.5,60.02,True,,False,13237.344311111112,0,0
140.03,4.5,61.75,True,,False,13618.893888888888,0,0
141.04,4.5,62.89,True,,False,13870.319622222223,0,0
142.04,4.5,63.94,True,,False,14101.895955555556,0,0
143.0,4.5,64.69,True,,False,14267.307622222223,0,0
144.01,4.5,63.39,True,,False,13980.594066666667,0,0
145.03,4.5,62.05,True,,False,13685.058555555555,0,0
146.04,4.5,60.89,True,,False,13429.221844444444,0,0
147.01,4.5,59.45,True,,False,13111.631444444445,0,0
148.03,4.5,58.14,True,,False,12822.7124,0,0
149.04,4.5,57.09,True,,False,12591.136066666668,0,0
150.0,4.5,55.0,True,,False,12130.188888888888,0,0
151.02,4.5,55.35,True,,False,12207.381000000001,0,0
152.03,4.5,59.56,True,,False,13135.891822222222,0,0
153.01,4.5,61.34,True,,False,13528.468844444445,0,0
154.02,4.5,62.31,True,,False,13742.401266666668,0,0
155.03,4.5,63.51,True,,False,14007.059933333332,0,0
156.04,4.5,64.61,True,,False,14249.663711111112,0,0
157.01,4.5,63.88,True,,False,14088.663022222223,0,0
158.02,4.5,61.71,True,,False,13610.071933333333,0,0
159.03,4.5,60.67,True,,False,13380.701088888889,0,0
160.05,4.5,59.1,True,,False,13034.439333333336,0,0
161.01,4.5,57.86,True,,False,12760.95871111111,0,0
162.02,4.5,56.78,True,,False,12522.765911111112,0,0
163.04,4.5,55.85,True,,False,12317.655444444445,0,0
164.01,4.5,54.49,True,,False,12017.708955555556,0,0
165.03,4.5,58.44,True,,False,12888.877066666666,0,0
166.02,4.5,60.78,True,,False,13404.961466666668,0,0
167.03,4.5,62.08,True,,False,13691.675022222224,0,0
168.05,4.5,62.88,True,,False,13868.114133333334,0,0
169.02,4.5,64.19,True,,False,14157.033177777777,0,0
170.05,4.5,64.47,True,,False,14218.786866666667,0,0
171.04,4.5,62.67,True,,False,13821.798866666668,0,0
172.05,4.5,61.34,True,,False,13528.468844444445,0,0
173.01,4.5,60.3,True,,False,13299.098,0,0
174.03,4.5,58.67,True,,False,12939.603311111112,0,0
175.05,4.5,57.8,True,,False,12747.725777777778,0,0
176.01,4.5,56.46,True,,False,12452.190266666667,0,0
177.02,4.5,55.02,True,,False,12134.599866666667,0,0
178.05,4.5,57.45,True,,False,12670.533666666668,0,0
179.01,4.5,60.52,True,,False,13347.618755555557,0,0
