t_elapsed_s,rpm,torque_percent,torque_valid,temperature_c,temp_valid,viscosity_cp,status,record
1.02,32,34.99,True,,False,1085.203915625,0,0
2.0,32,35.09,True,,False,1088.3053843750001,0,0
3.01,32,34.61,True,,False,1073.418334375,0,0
4.02,32,35.32,True,,False,1095.4387625,0,0
5.03,32,33.22,True,,False,1030.30791875,0,0
6.04,32,35.54,True,,False,1102.26199375,0,0
7.04,32,33.67,True,,False,1044.264528125,0,0
8.02,32,35.42,True,,False,1098.54023125,0,0
9.04,32,34.24,True,,False,1061.9429,0,0
10.04,32,34.71,True,,False,1076.519803125,0,0
11.01,32,34.19,True,,False,1060.392165625,0,0
12.03,32,34.84,True,,False,1080.5517125000001,0,0
13.03,32,34.45,True,,False,1068.455984375,0,0
14.05,32,34.87,True,,False,1081.482153125,0,0
15.01,32,35.14,True,,False,1089.85611875,0,0
16.01,32,34.96,True,,False,1084.273475,0,0
17.02,32,35.32,True,,False,1095.4387625,0,0
18.02,32,35.18,True,,False,1091.0967062500001,0,0
19.04,32,35.53,True,,False,1101.951846875,0,0
20.01,32,33.38,True,,False,1035.27026875,0,0
21.01,32,35.56,True,,False,1102.8822875,0,0
22.02,32,33.9,True,,False,1051.39790625,0,0
23.03,32,35.27,True,,False,1093.8880281250001,0,0
24.02,32,34.02,True,,False,1055.11966875,0,0
25.05,32,34.95,True,,False,1083.963328125,0,0
26.03,32,34.11,True,,False,1057.910990625,0,0
27.02,32,34.87,True,,False,1081.482153125,0,0
28.01,32,34.25,True,,False,1062.253046875,0,0
29.02,32,34.96,True,,False,1084.273475,0,0
30.02,32,35.21,True,,False,1092.027146875,0,0
31.03,32,34.86,True,,False,1081.17200625,0,0
32.0,32,35.47,True,,False,1100.090965625,0,0
33.01,32,34.96,True,,False,1084.273475,0,0
34.02,32,35.31,True,,False,1095.128615625,0,0
35.04,32,32.8,True,,False,1017.28175,0,0
36.03,32,35.55,True,,False,1102.572140625,0,0
37.04,32,33.6,True,,False,1042.0935000000002,0,0
38.0,32,35.34,True,,False,1096.0590562500001,0,0
39.03,32,33.78,True,,False,1047.6761437500002,0,0
40.03,32,35.05,True,,False,1087.064796875,0,0
41.03,32,33.64,True,,False,1043.3340875000001,0,0
42.02,32,35.11,True,,False,1088.925678125,0,0
43.03,32,34.57,True,,False,1072.1777468750001,0,0
44.04,32,34.9,True,,False,1082.41259375,0,0
45.05,32,35.11,True,,False,1088.925678125,0,0
46.02,32,34.86,True,,False,1081.17200625,0,0
47.04,32,35.13,True,,False,1089.545971875,0,0
48.05,32,34.9,True,,False,1082.41259375,0,0
49.01,32,35.29,True,,False,1094.508321875,0,0
50.02,32,33.32,True,,False,1033.4093875,0,0
51.04,32,35.41,True,,False,1098.230084375,0,0
52.0,32,33.02,True,,False,1024.10498125,0,0
53.02,32,35.37,True,,False,1096.989496875,0,0
54.03,32,33.68,True,,False,1044.574675,0,0
55.01,32,34.89,True,,False,1082.102446875,0,0
56.02,32,33.67,True,,False,1044.264528125,0,0
57.04,32,35.11,True,,False,1088.925678125,0,0
58.05,32,34.35,True,,False,1065.354515625,0,0
59.01,32,34.77,True,,False,1078.380684375,0,0
60.04,32,35.01,True,,False,1085.824209375,0,0
61.0,32,35.02,True,,False,1086.13435625,0,0
62.02,32,35.17,True,,False,1090.786559375,0,0
63.03,32,34.68,True,,False,1075.5893625,0,0
64.04,32,35.24,True,,False,1092.9575875,0,0
65.04,32,32.95,True,,False,1021.9339531250001,0,0
66.03,32,35.3,True,,False,1094.81846875,0,0
67.03,32,32.93,True,,False,1021.313659375,0,0
68.04,32,34.93,True,,False,1083.3430343750001,0,0
69.04,32,33.65,True,,False,1043.644234375,0,0
70.05,32,34.79,True,,False,1079.000978125,0,0
71.0,32,33.74,True,,False,1046.43555625,0,0
72.04,32,34.94,True,,False,1083.65318125,0,0
73.04,32,34.32,True,,False,1064.4240750000001,0,0
74.04,32,34.77,True,,False,1078.380684375,0,0
75.01,32,34.86,True,,False,1081.17200625,0,0
76.01,32,34.84,True,,False,1080.5517125000001,0,0
77.02,32,35.29,True,,False,1094.508321875,0,0
78.02,32,34.83,True,,False,1080.241565625,0,0
79.02,32,34.96,True,,False,1084.273475,0,0
80.03,32,33.24,True,,False,1030.9282125000002,0,0
81.03,32,34.91,True,,False,1082.722740625,0,0
82.04,32,33.04,True,,False,1024.725275,0,0
83.05,32,34.58,True,,False,1072.48789375,0,0
84.01,32,33.4,True,,False,1035.8905625,0,0
85.02,32,34.44,True,,False,1068.1458375,0,0
86.04,32,33.8,True,,False,1048.2964375,0,0
87.01,32,34.63,True,,False,1074.038628125,0,0
88.02,32,34.65,True,,False,1074.658921875,0,0
89.03,32,34.71,True,,False,1076.519803125,0,0
90.04,32,34.9,True,,False,1082.41259375,0,0
91.0,32,34.74,True,,False,1077.45024375,0,0
92.02,32,34.82,True,,False,1079.9314187500001,0,0
93.01,32,34.8,True,,False,1079.311125,0,0
94.02,32,34.65,True,,False,1074.658921875,0,0
95.03,32,33.0,True,,False,1023.4846875000001,0,0
96.05,32,34.8,True,,False,1079.311125,0,0
97.01,32,32.45,True,,False,1006.4266093750001,0,0
98.02,32,34.53,True,,False,1070.937159375,0,0
99.04,32,33.37,True,,False,1034.960121875,0,0
100.05,32,34.42,True,,False,1067.52554375,0,0
101.01,32,33.7,True,,False,1045.19496875,0,0
102.03,32,34.47,True,,False,1069.076278125,0,0
103.02,32,34.49,True,,False,1069.696571875,0,0
104.03,32,34.54,True,,False,1071.24730625,0,0
105.01,32,34.68,True,,False,1075.5893625,0,0
106.03,32,34.62,True,,False,1073.72848125,0,0
107.01,32,34.61,True,,False,1073.418334375,0,0
108.02,32,34.7,True,,False,1076.20965625,0,0
109.03,32,34.58,True,,False,1072.48789375,0,0
110.04,32,32.9,True,,False,1020.38321875,0,0
111.01,32,34.83,True,,False,1080.241565625,0,0
112.04,32,32.97,True,,False,1022.554246875,0,0
113.05,32,34.61,True,,False,1073.418334375,0,0
114.01,32,33.26,True,,False,1031.54850625,0,0
115.03,32,34.32,True,,False,1064.4240750000001,0,0
116.04,32,33.73,True,,False,1046.125409375,0,0
117.01,32,34.43,True,,False,1067.835690625,0,0
118.02,32,34.41,True,,False,1067.215396875,0,0
119.04,32,34.87,True,,False,1081.482153125,0,0
120.03,32,34.68,True,,False,1075.5893625,0,0
121.05,32,34.91,True,,False,1082.722740625,0,0
122.01,32,34.58,True,,False,1072.48789375,0,0
123.02,32,34.89,True,,False,1082.102446875,0,0
124.02,32,34.39,True,,False,1066.5951031250002,0,0
125.03,32,32.98,True,,False,1022.86439375,0,0
126.01,32,34.67,True,,False,1075.279215625,0,0
127.02,32,32.82,True,,False,1017.9020437500001,0,0
128.03,32,34.61,True,,False,1073.418334375,0,0
129.01,32,33.17,True,,False,1028.7571843750002,0,0
130.02,32,34.38,True,,False,1066.28495625,0,0
131.03,32,33.55,True,,False,1040.542765625,0,0
132.01,32,34.49,True,,False,1069.696571875,0,0
133.02,32,34.22,True,,False,1061.32260625,0,0
134.03,32,34.86,True,,False,1081.17200625,0,0
135.05,32,34.67,True,,False,1075.279215625,0,0
136.05,32,35.08,True,,False,1087.9952375,0,0
137.02,32,34.89,True,,False,1082.102446875,0,0
138.02,32,35.08,True,,False,1087.9952375,0,0
139.04,32,34.96,True,,False,1084.273475,0,0
140.03,32,33.06,True,,False,1025.3455687500002,0,0
141.03,32,35.07,True,,False,1087.685090625,0,0
142.0,32,33.14,True,,False,1027.82674375,0,0
143.01,32,34.84,True,,False,1080.5517125000001,0,0
144.02,32,33.13,True,,False,1027.516596875,0,0
145.04,32,34.91,True,,False,1082.722740625,0,0
146.0,32,33.45,True,,False,1037.441296875,0,0
147.02,32,34.98,True,,False,1084.89376875,0,0
148.02,32,34.55,True,,False,1071.557453125,0,0
149.04,32,35.3,True,,False,1094.81846875,0,0
