t_elapsed_s,rpm,torque_percent,torque_valid,temperature_c,temp_valid,viscosity_cp,status,record
1.01,100,63.76,True,,False,632.798872,0,0
2.02,100,60.87,True,,False,604.116489,0,0
3.03,100,64.81,True,,False,643.2198070000001,0,0
4.04,100,64.8,True,,False,643.12056,0,0
5.04,100,62.89,True,,False,624.164383,0,0
6.05,100,64.66,True,,False,641.731102,0,0
7.0,100,64.44,True,,False,639.5476679999999,0,0
8.01,100,62.76,True,,False,622.8741719999999,0,0
9.01,100,64.83,True,,False,643.418301,0,0
10.02,100,64.93,True,,False,644.4107710000001,0,0
11.03,100,63.82,True,,False,633.394354,0,0
12.03,100,64.86,True,,False,643.716042,0,0
13.03,100,64.71,True,,False,642.2273369999999,0,0
14.04,100,63.93,True,,False,634.486071,0,0
15.04,100,65.19,True,,False,646.991193,0,0
16.05,100,65.21,True,,False,647.1896869999999,0,0
17.0,100,64.32,True,,False,638.3567039999999,0,0
18.01,100,65.23,True,,False,647.388181,0,0
19.02,100,64.86,True,,False,643.716042,0,0
20.03,100,64.77,True,,False,642.822819,0,0
21.03,100,65.09,True,,False,645.998723,0,0
22.04,100,65.0,True,,False,645.1055,0,0
23.04,100,65.1,True,,False,646.09797,0,0
24.05,100,64.74,True,,False,642.525078,0,0
25.0,100,64.17,True,,False,636.867999,0,0
26.01,100,64.34,True,,False,638.555198,0,0
27.01,100,65.12,True,,False,646.296464,0,0
28.02,100,64.74,True,,False,642.525078,0,0
29.02,100,64.47,True,,False,639.845409,0,0
30.03,100,64.95,True,,False,644.609265,0,0
31.04,100,64.71,True,,False,642.2273369999999,0,0
32.04,100,64.79,True,,False,643.0213130000001,0,0
33.05,100,64.97,True,,False,644.807759,0,0
34.01,100,64.46,True,,False,639.7461619999999,0,0
35.01,100,64.69,True,,False,642.0288429999999,0,0
36.02,100,65.23,True,,False,647.388181,0,0
37.02,100,64.43,True,,False,639.448421,0,0
38.03,100,64.81,True,,False,643.2198070000001,0,0
39.04,100,64.52,True,,False,640.341644,0,0
40.04,100,64.84,True,,False,643.517548,0,0
41.05,100,64.55,True,,False,640.639385,0,0
42.01,100,65.27,True,,False,647.785169,0,0
43.01,100,64.23,True,,False,637.463481,0,0
44.02,100,64.66,True,,False,641.731102,0,0
45.02,100,64.62,True,,False,641.334114,0,0
46.03,100,65.01,True,,False,645.2047470000001,0,0
47.04,100,64.23,True,,False,637.463481,0,0
48.04,100,64.72,True,,False,642.326584,0,0
49.04,100,64.65,True,,False,641.6318550000001,0,0
50.05,100,64.8,True,,False,643.12056,0,0
51.01,100,64.85,True,,False,643.616795,0,0
52.01,100,64.5,True,,False,640.14315,0,0
53.02,100,64.42,True,,False,639.3491740000001,0,0
54.03,100,64.73,True,,False,642.425831,0,0
55.03,100,64.37,True,,False,638.852939,0,0
56.04,100,64.47,True,,False,639.845409,0,0
57.04,100,64.29,True,,False,638.0589630000001,0,0
58.05,100,64.86,True,,False,643.716042,0,0
59.01,100,64.49,True,,False,640.043903,0,0
